EdadJefeHogar,SexoJefeHogar,MiembrosHogar,RatioDependencia,LenguaMaterna,NivelEducativoJefeHogar,TipoEmpleo,AreaResidencia,Region,AccesoAguaPotable,AccesoSaneamiento,Hacinamiento,PoseeActivos,TenenciaVivienda,MaterialParedes,AccesoElectricidad,AniosEstudioJefeHogar,IngresoMensualHogar,GastoMensualHogar,PobrezaMonetaria
45,Mujer,2,1.16,Español,Primaria,Formal,Urbana,Selva,1,1,0,1,Propia,Adobe,1,4,1857.49,1978.54,0
36,Hombre,8,2.63,Español,Secundaria,Informal,Urbana,Selva,1,1,1,1,Alquilada,Madera/Esteras,1,8,1166.05,1119.16,1
73,Hombre,8,1.74,Quechua,Primaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,4,1867.82,1800.95,1
54,Hombre,7,0.33,Español,Superior,Informal,Urbana,Costa,1,0,1,0,Propia,Adobe,1,14,5355.98,3916.92,0
47,Hombre,6,1.79,Español,Secundaria,Informal,Rural,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,7,905.29,768.19,1
39,Mujer,4,1.53,Español,Ninguno,Formal,Rural,Costa,1,0,1,0,Propia,Ladrillo/Cemento,1,0,2038.47,1821.66,0
31,Hombre,6,1.11,Español,Superior,Formal,Rural,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,18,2616.55,1931.9,0
64,Hombre,6,0.46,Español,Secundaria,Formal,Urbana,Selva,1,1,0,0,Propia,Adobe,1,10,2878.29,2305.06,0
37,Mujer,3,1.62,Quechua,Primaria,Formal,Rural,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,1,2,948.87,751.88,1
22,Hombre,7,2.79,Español,Secundaria,Formal,Urbana,Sierra,1,1,0,0,Cedida,Adobe,1,8,2499.44,2954.24,1
73,Mujer,1,2.99,Español,Secundaria,Formal,Urbana,Sierra,1,1,0,1,Cedida,Ladrillo/Cemento,1,8,6310.56,5828.48,0
27,Hombre,1,1.24,Español,Superior,Desempleado,Urbana,Selva,1,0,0,1,Alquilada,Ladrillo/Cemento,1,20,1518.17,1806.58,0
68,Hombre,4,0.7,Español,Superior,Desempleado,Urbana,Sierra,0,1,1,0,Alquilada,Ladrillo/Cemento,1,16,2312.74,2458.15,0
65,Hombre,2,1.18,Español,Primaria,Informal,Urbana,Costa,1,0,0,0,Propia,Ladrillo/Cemento,0,6,2375.27,1719.47,0
48,Hombre,5,1.4,Español,Secundaria,Informal,Urbana,Costa,0,0,0,1,Alquilada,Adobe,1,10,2287.83,2529.55,0
63,Mujer,6,2.68,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Cedida,Ladrillo/Cemento,1,6,3806.49,4173.27,0
48,Hombre,3,2.29,Español,Primaria,Formal,Rural,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,1,2167.66,2204.03,0
77,Hombre,3,0.19,Español,Superior,Informal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,19,4783.98,5122.13,0
76,Mujer,5,0.22,Quechua,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,8,3524.72,4040.48,0
42,Hombre,9,1.57,Quechua,Superior,Informal,Urbana,Sierra,0,0,0,0,Alquilada,Ladrillo/Cemento,1,12,2578.3,2533.21,1
63,Mujer,8,2.56,Quechua,Secundaria,Desempleado,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,8,2143.58,2214.79,1
18,Hombre,9,1.05,Español,Ninguno,Desempleado,Urbana,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,0,1237.56,1267.81,1
20,Hombre,5,1.76,Español,Primaria,Informal,Rural,Costa,1,1,1,1,Propia,Adobe,1,6,1015.33,782.04,1
34,Mujer,6,2.26,Español,Secundaria,Informal,Urbana,Sierra,1,0,0,0,Propia,Madera/Esteras,1,11,1788.07,1796.02,1
39,Hombre,4,1.81,Español,Secundaria,Formal,Urbana,Selva,0,1,1,1,Alquilada,Ladrillo/Cemento,1,9,2404.65,2063.25,0
71,Hombre,5,2.08,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Alquilada,Adobe,1,9,2855.82,2409.36,0
61,Hombre,4,2.95,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Madera/Esteras,1,8,1834.47,1455.36,0
31,Mujer,6,0.06,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,0,Propia,Adobe,1,0,1198.54,1214.68,1
72,Hombre,6,2.87,Español,Superior,Informal,Urbana,Sierra,0,1,0,0,Alquilada,Ladrillo/Cemento,1,16,1718.61,1545.76,1
55,Mujer,2,0.66,Español,Primaria,Formal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,2,2324.57,1895.31,0
72,Hombre,5,0.9,Quechua,Secundaria,Informal,Urbana,Sierra,1,0,0,0,Propia,Ladrillo/Cemento,1,11,2416.12,2828.15,0
60,Hombre,7,2.34,Español,Secundaria,Desempleado,Urbana,Sierra,0,1,1,0,Cedida,Madera/Esteras,1,7,1341.63,1032.95,1
35,Hombre,3,0.86,Español,Primaria,Informal,Urbana,Costa,0,1,1,1,Propia,Ladrillo/Cemento,1,3,3126.7,3004.75,0
79,Hombre,7,1.65,Español,Secundaria,Informal,Urbana,Sierra,1,0,0,0,Propia,Ladrillo/Cemento,1,10,1302.82,1249.84,1
35,Mujer,3,1.41,Español,Ninguno,Informal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,0,995.67,1039.1,1
67,Hombre,4,2.97,Español,Secundaria,Desempleado,Urbana,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,1,10,587.03,429.85,1
37,Hombre,1,0.62,Quechua,Secundaria,Informal,Rural,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,7,1199.15,929.91,0
30,Mujer,1,0.55,Español,Primaria,Formal,Urbana,Costa,1,1,0,0,Propia,Adobe,1,2,5029.02,3926.98,0
41,Hombre,9,0.56,Español,Secundaria,Formal,Rural,Costa,1,1,0,1,Propia,Adobe,1,10,2384.36,1925.75,1
25,Hombre,1,0.43,Español,Superior,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,13,2476.26,2498.7,0
31,Mujer,9,0.85,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,11,2624.62,2817.67,1
31,Hombre,4,0.63,Español,Primaria,Formal,Rural,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,6,1501.69,1076.18,1
21,Hombre,4,2.74,Español,Secundaria,Informal,Rural,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,9,1446.0,1389.4,1
72,Hombre,4,2.12,Quechua,Secundaria,Informal,Urbana,Sierra,0,0,0,1,Alquilada,Madera/Esteras,1,9,2117.97,2046.45,0
56,Hombre,7,1.92,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,11,2037.74,2243.42,1
57,Hombre,1,1.38,Español,Superior,Informal,Rural,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,14,3219.1,3860.78,0
59,Hombre,5,1.76,Español,Secundaria,Informal,Urbana,Selva,1,1,0,0,Propia,Adobe,1,10,2590.39,2380.54,0
68,Mujer,9,1.68,Español,Secundaria,Formal,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,7,2505.28,1987.97,1
76,Hombre,1,0.75,Otra,Primaria,Informal,Urbana,Sierra,1,1,0,0,Propia,Adobe,1,3,3075.01,2400.0,0
57,Mujer,6,0.23,Aymara,Primaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,6,1538.41,1700.89,1
29,Hombre,7,0.9,Español,Ninguno,Informal,Rural,Costa,1,0,0,0,Cedida,Ladrillo/Cemento,0,0,1112.66,1108.82,1
62,Hombre,2,1.55,Español,Primaria,Formal,Urbana,Sierra,0,1,0,1,Propia,Adobe,1,4,3885.77,4496.91,0
28,Hombre,3,2.54,Español,Primaria,Informal,Rural,Costa,0,1,0,0,Propia,Ladrillo/Cemento,1,2,1520.93,1175.91,0
67,Hombre,3,2.52,Español,Superior,Desempleado,Urbana,Sierra,1,1,1,1,Propia,Ladrillo/Cemento,1,14,1852.24,1846.69,0
65,Mujer,5,2.82,Español,Secundaria,Informal,Urbana,Sierra,1,0,1,1,Propia,Ladrillo/Cemento,1,11,1318.3,1215.87,1
44,Hombre,2,0.1,Español,Secundaria,Formal,Urbana,Costa,1,1,1,0,Propia,Madera/Esteras,1,10,5556.19,5520.27,0
57,Hombre,9,2.83,Español,Primaria,Formal,Urbana,Sierra,1,0,0,1,Propia,Madera/Esteras,1,5,5625.04,4329.38,0
32,Hombre,6,2.28,Español,Ninguno,Desempleado,Urbana,Selva,1,1,1,0,Propia,Adobe,1,0,458.56,358.99,1
35,Hombre,7,1.46,Español,Secundaria,Informal,Urbana,Selva,1,1,0,0,Alquilada,Ladrillo/Cemento,1,10,2185.75,2265.28,1
60,Hombre,6,1.34,Español,Secundaria,Informal,Rural,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,9,1220.95,1444.2,1
58,Hombre,8,0.51,Español,Primaria,Informal,Rural,Selva,1,1,0,1,Alquilada,Adobe,1,6,1097.45,1000.31,1
76,Hombre,6,0.58,Quechua,Secundaria,Formal,Urbana,Selva,1,0,0,1,Cedida,Ladrillo/Cemento,1,9,4505.78,4328.72,0
37,Hombre,4,2.62,Español,Secundaria,Desempleado,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,10,622.16,607.02,1
48,Hombre,7,2.64,Español,Primaria,Formal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,3,5395.97,6098.9,0
35,Hombre,3,0.84,Español,Secundaria,Informal,Rural,Costa,1,1,1,1,Propia,Adobe,1,7,2517.25,2008.92,0
20,Hombre,3,2.19,Español,Secundaria,Formal,Urbana,Costa,1,0,0,0,Alquilada,Adobe,1,8,4066.7,3171.2,0
55,Mujer,5,1.13,Quechua,Primaria,Informal,Urbana,Costa,1,1,1,1,Propia,Ladrillo/Cemento,1,5,2499.37,2676.07,0
59,Mujer,4,0.7,Español,Primaria,Informal,Rural,Sierra,1,1,0,1,Alquilada,Adobe,1,3,781.17,570.32,1
59,Hombre,7,2.98,Español,Primaria,Desempleado,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,2,699.3,518.95,1
18,Hombre,2,0.72,Español,Secundaria,Desempleado,Urbana,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,1,9,1304.5,1157.57,0
76,Hombre,7,0.67,Español,Secundaria,Informal,Rural,Selva,1,1,0,1,Alquilada,Adobe,1,10,1271.36,1425.96,1
53,Hombre,1,0.32,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,0,Cedida,Adobe,1,0,659.14,524.32,0
77,Hombre,8,1.04,Quechua,Superior,Informal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,16,5413.48,5953.99,0
52,Hombre,7,2.97,Español,Primaria,Formal,Urbana,Selva,0,1,0,1,Propia,Ladrillo/Cemento,1,5,2611.74,2637.74,1
24,Hombre,5,1.95,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,0,9,3185.31,2839.6,0
63,Hombre,4,2.67,Español,Secundaria,Informal,Rural,Sierra,0,1,0,1,Propia,Ladrillo/Cemento,1,9,2811.32,3288.17,0
31,Hombre,9,1.12,Español,Primaria,Informal,Rural,Costa,0,1,1,1,Alquilada,Ladrillo/Cemento,1,3,1738.64,1312.75,1
64,Hombre,1,0.01,Español,Secundaria,Formal,Rural,Costa,1,0,1,1,Cedida,Adobe,1,10,1674.16,1659.78,0
26,Hombre,1,1.88,Español,Secundaria,Informal,Urbana,Costa,1,0,0,1,Propia,Adobe,1,11,3371.64,2639.64,0
26,Hombre,8,2.81,Español,Superior,Informal,Urbana,Selva,1,0,0,1,Alquilada,Madera/Esteras,1,21,3153.15,3389.94,1
39,Hombre,3,1.46,Español,Primaria,Formal,Urbana,Costa,1,1,1,1,Propia,Adobe,0,4,2468.0,2129.42,0
18,Hombre,9,2.47,Español,Superior,Informal,Urbana,Selva,1,1,0,1,Propia,Ladrillo/Cemento,1,12,3806.83,2814.02,0
64,Hombre,1,0.94,Español,Secundaria,Informal,Urbana,Selva,0,1,1,1,Alquilada,Ladrillo/Cemento,1,8,2065.63,2026.72,0
67,Hombre,7,0.32,Español,Superior,Formal,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,18,13218.86,10332.18,0
37,Hombre,4,0.77,Español,Secundaria,Informal,Urbana,Costa,1,0,0,0,Alquilada,Ladrillo/Cemento,1,7,2056.14,2151.52,0
63,Mujer,4,0.46,Español,Primaria,Informal,Urbana,Sierra,1,0,0,1,Alquilada,Ladrillo/Cemento,1,2,569.83,633.4,1
26,Hombre,5,2.65,Español,Primaria,Informal,Urbana,Sierra,1,1,1,1,Alquilada,Ladrillo/Cemento,1,5,1772.99,1949.01,1
74,Mujer,4,1.09,Español,Secundaria,Informal,Urbana,Sierra,1,0,0,1,Propia,Ladrillo/Cemento,1,8,2215.16,1617.24,0
74,Mujer,8,2.52,Quechua,Secundaria,Informal,Rural,Selva,1,0,1,1,Alquilada,Madera/Esteras,1,10,1313.82,1368.01,1
22,Hombre,3,1.78,Español,Secundaria,Formal,Urbana,Costa,0,0,0,0,Propia,Ladrillo/Cemento,1,7,8286.17,6918.55,0
77,Hombre,8,1.42,Español,Superior,Formal,Rural,Selva,1,1,0,0,Propia,Ladrillo/Cemento,1,17,2330.88,1716.17,1
18,Hombre,4,2.23,Español,Superior,Desempleado,Urbana,Selva,1,1,0,1,Propia,Adobe,1,19,810.41,883.49,1
72,Hombre,1,0.01,Español,Superior,Formal,Urbana,Sierra,0,1,0,1,Propia,Adobe,1,18,4187.16,4869.42,0
42,Hombre,8,0.18,Español,Secundaria,Informal,Urbana,Sierra,0,1,0,1,Propia,Ladrillo/Cemento,1,9,1717.58,1817.07,1
34,Hombre,6,1.96,Español,Ninguno,Informal,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,0,913.78,763.88,1
74,Mujer,9,0.1,Español,Primaria,Informal,Urbana,Costa,1,0,1,1,Propia,Adobe,1,3,3920.68,4328.42,0
49,Hombre,9,0.81,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Propia,Adobe,1,16,2858.9,2189.01,1
26,Hombre,2,2.01,Español,Ninguno,Informal,Urbana,Selva,1,0,0,0,Alquilada,Adobe,1,0,748.17,686.24,1
45,Hombre,6,2.08,Español,Secundaria,Desempleado,Urbana,Selva,0,1,1,1,Propia,Ladrillo/Cemento,1,8,438.67,333.99,1
56,Hombre,8,0.87,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,11,4484.52,3305.37,0
49,Mujer,4,1.01,Español,Primaria,Desempleado,Urbana,Costa,1,0,0,1,Propia,Adobe,1,6,518.97,494.38,1
74,Hombre,3,2.77,Español,Primaria,Informal,Urbana,Costa,0,0,1,0,Cedida,Ladrillo/Cemento,1,1,2355.31,1864.48,0
64,Hombre,5,1.12,Español,Primaria,Formal,Urbana,Costa,1,1,0,1,Propia,Madera/Esteras,1,1,3442.15,3072.04,0
71,Mujer,6,1.48,Español,Superior,Informal,Rural,Costa,0,1,1,1,Cedida,Ladrillo/Cemento,1,17,1681.58,1832.29,1
51,Hombre,5,2.18,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Propia,Madera/Esteras,1,18,2835.75,2815.08,0
62,Mujer,2,0.25,Español,Superior,Informal,Urbana,Costa,1,0,0,0,Propia,Ladrillo/Cemento,1,12,3213.58,2756.16,0
59,Hombre,1,0.96,Español,Primaria,Informal,Rural,Costa,1,1,1,1,Alquilada,Adobe,1,2,644.96,520.83,0
33,Mujer,9,2.69,Español,Secundaria,Desempleado,Urbana,Costa,1,0,0,1,Propia,Ladrillo/Cemento,1,9,548.28,594.14,1
55,Hombre,9,1.57,Español,Secundaria,Informal,Urbana,Selva,0,0,0,1,Propia,Adobe,1,10,1400.67,1412.15,1
63,Hombre,3,0.98,Español,Primaria,Informal,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,1,740.02,779.94,1
60,Hombre,1,2.9,Español,Secundaria,Formal,Urbana,Sierra,1,0,1,1,Alquilada,Ladrillo/Cemento,0,10,7673.33,8658.56,0
77,Hombre,1,1.81,Español,Primaria,Informal,Urbana,Costa,1,0,0,0,Alquilada,Adobe,1,6,2460.4,1785.78,0
47,Hombre,7,2.14,Español,Secundaria,Desempleado,Rural,Costa,0,1,0,1,Cedida,Adobe,0,8,596.4,675.79,1
50,Hombre,9,2.67,Español,Primaria,Informal,Rural,Sierra,1,1,0,0,Alquilada,Ladrillo/Cemento,1,5,794.19,747.91,1
29,Hombre,7,1.31,Español,Superior,Informal,Urbana,Costa,0,0,0,1,Propia,Ladrillo/Cemento,1,13,3514.57,3920.33,0
20,Mujer,6,2.39,Quechua,Primaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,1,1737.47,1343.93,1
45,Mujer,6,1.3,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,0,20,5196.81,3744.79,0
38,Hombre,3,1.25,Quechua,Superior,Desempleado,Urbana,Selva,1,1,1,0,Propia,Ladrillo/Cemento,1,21,1391.57,1440.52,0
46,Hombre,1,0.82,Quechua,Primaria,Formal,Urbana,Sierra,1,0,0,0,Propia,Ladrillo/Cemento,1,2,3015.81,3361.22,0
72,Hombre,9,0.78,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Alquilada,Ladrillo/Cemento,1,11,1903.64,1526.18,1
62,Hombre,3,1.12,Quechua,Superior,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,12,7238.67,7359.59,0
59,Hombre,2,2.32,Aymara,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,1,1546.01,1332.12,0
66,Hombre,5,1.9,Español,Primaria,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,2,792.96,906.4,1
79,Hombre,9,1.09,Español,Primaria,Formal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,0,2,2792.36,3155.43,1
28,Hombre,8,1.85,Español,Superior,Informal,Urbana,Sierra,0,1,1,1,Propia,Ladrillo/Cemento,1,18,3554.43,3137.35,0
61,Hombre,2,0.82,Español,Secundaria,Informal,Rural,Selva,0,0,0,0,Propia,Ladrillo/Cemento,1,7,878.56,1006.17,0
63,Hombre,5,1.23,Español,Primaria,Informal,Urbana,Selva,1,0,0,1,Alquilada,Adobe,1,3,1001.65,1130.7,1
24,Hombre,9,2.34,Español,Secundaria,Informal,Urbana,Selva,1,1,0,1,Cedida,Adobe,0,11,774.39,899.87,1
66,Mujer,1,1.61,Español,Superior,Formal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,16,11748.67,10129.23,0
29,Mujer,7,1.93,Español,Primaria,Informal,Rural,Selva,0,1,0,1,Propia,Ladrillo/Cemento,1,1,322.9,383.02,1
31,Hombre,9,1.12,Español,Primaria,Informal,Urbana,Selva,0,1,0,1,Propia,Ladrillo/Cemento,1,6,831.37,976.32,1
48,Hombre,3,0.19,Español,Ninguno,Informal,Urbana,Selva,1,0,0,1,Propia,Adobe,1,0,843.38,877.93,1
22,Hombre,3,1.71,Español,Primaria,Informal,Urbana,Costa,0,1,0,1,Alquilada,Ladrillo/Cemento,1,3,1820.54,1934.94,0
69,Mujer,9,1.64,Español,Secundaria,Informal,Urbana,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,8,4467.68,3666.68,0
55,Mujer,7,1.79,Español,Primaria,Informal,Urbana,Sierra,1,0,0,0,Cedida,Madera/Esteras,1,2,1538.77,1746.53,1
56,Mujer,9,1.1,Español,Secundaria,Informal,Urbana,Costa,1,0,0,0,Alquilada,Ladrillo/Cemento,1,11,3825.12,3798.91,0
60,Hombre,4,1.66,Español,Superior,Desempleado,Urbana,Sierra,1,1,0,1,Cedida,Madera/Esteras,1,12,1493.18,1273.82,1
54,Hombre,8,0.63,Español,Secundaria,Informal,Urbana,Selva,1,1,1,0,Alquilada,Adobe,1,8,1996.17,2123.05,1
68,Hombre,1,0.44,Quechua,Secundaria,Formal,Rural,Costa,1,1,0,1,Propia,Madera/Esteras,1,7,3431.76,3664.84,0
20,Mujer,9,0.85,Español,Secundaria,Informal,Urbana,Costa,1,0,1,0,Propia,Adobe,1,9,2272.28,2110.75,1
49,Mujer,6,1.76,Español,Secundaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Adobe,1,8,3231.82,2282.17,0
44,Hombre,9,0.84,Español,Superior,Desempleado,Urbana,Costa,1,0,1,0,Propia,Ladrillo/Cemento,1,19,1596.09,1790.65,1
71,Mujer,3,2.13,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,0,Alquilada,Madera/Esteras,1,0,926.22,1083.26,1
74,Hombre,9,2.59,Español,Primaria,Desempleado,Rural,Sierra,1,1,1,1,Propia,Madera/Esteras,1,3,270.83,203.45,1
48,Hombre,1,0.41,Español,Superior,Informal,Rural,Sierra,1,1,1,1,Propia,Adobe,0,16,1782.77,1832.87,0
37,Hombre,6,1.21,Español,Primaria,Informal,Rural,Costa,0,0,1,1,Propia,Ladrillo/Cemento,1,2,2162.4,2477.06,1
37,Mujer,7,2.81,Español,Secundaria,Formal,Urbana,Costa,1,1,0,1,Alquilada,Adobe,1,11,5616.03,5324.01,0
65,Mujer,6,0.85,Español,Primaria,Formal,Urbana,Sierra,1,1,0,1,Cedida,Madera/Esteras,1,2,1944.39,1516.0,1
34,Hombre,6,1.56,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,0,21,5949.27,6295.37,0
30,Hombre,9,0.44,Español,Primaria,Formal,Urbana,Costa,0,0,0,1,Cedida,Ladrillo/Cemento,1,5,2658.11,2692.7,1
47,Hombre,5,1.9,Español,Ninguno,Informal,Urbana,Sierra,1,1,0,0,Propia,Ladrillo/Cemento,0,0,873.08,938.66,1
38,Hombre,7,0.76,Español,Secundaria,Informal,Urbana,Sierra,1,0,1,1,Propia,Ladrillo/Cemento,1,9,1760.75,1957.98,1
60,Mujer,8,0.55,Español,Secundaria,Informal,Urbana,Costa,1,1,1,0,Propia,Adobe,1,8,4355.24,3327.37,0
61,Hombre,3,0.04,Español,Ninguno,Formal,Urbana,Costa,0,0,0,0,Propia,Ladrillo/Cemento,1,0,3373.25,3877.31,0
33,Hombre,5,1.71,Español,Primaria,Informal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,4,601.42,581.12,1
33,Hombre,8,1.43,Español,Superior,Informal,Urbana,Selva,1,0,0,1,Propia,Madera/Esteras,1,14,1797.7,1838.9,1
60,Hombre,6,0.5,Otra,Secundaria,Informal,Urbana,Costa,1,0,1,1,Cedida,Ladrillo/Cemento,1,7,5040.34,5494.33,0
27,Hombre,3,2.25,Español,Secundaria,Informal,Urbana,Costa,0,0,1,1,Propia,Ladrillo/Cemento,0,8,1718.43,1967.54,0
22,Hombre,8,2.73,Aymara,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Adobe,1,11,2570.1,2204.38,1
70,Mujer,1,2.22,Español,Superior,Formal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,18,5836.99,5015.19,0
50,Hombre,5,2.34,Español,Secundaria,Formal,Urbana,Costa,1,1,1,1,Alquilada,Madera/Esteras,1,8,8209.7,8406.64,0
58,Mujer,2,1.36,Español,Primaria,Informal,Urbana,Selva,1,0,0,0,Alquilada,Ladrillo/Cemento,1,2,618.04,666.61,1
19,Mujer,1,1.76,Español,Superior,Informal,Urbana,Costa,1,1,1,0,Propia,Adobe,1,15,4260.43,4081.9,0
24,Hombre,1,0.11,Español,Secundaria,Formal,Rural,Costa,1,1,0,1,Propia,Ladrillo/Cemento,1,9,2671.25,2083.19,0
58,Mujer,9,2.0,Español,Secundaria,Formal,Rural,Selva,0,1,0,1,Propia,Ladrillo/Cemento,0,9,1318.33,1424.94,1
72,Hombre,4,1.07,Español,Ninguno,Informal,Rural,Costa,0,0,1,0,Propia,Madera/Esteras,1,0,674.32,754.84,1
48,Hombre,6,0.15,Quechua,Primaria,Informal,Urbana,Sierra,1,1,1,1,Cedida,Ladrillo/Cemento,1,3,1273.91,900.65,1
26,Hombre,2,0.06,Español,Ninguno,Formal,Urbana,Costa,1,1,1,0,Propia,Ladrillo/Cemento,1,0,3163.59,3330.94,0
55,Hombre,9,0.14,Español,Secundaria,Informal,Urbana,Costa,0,1,0,1,Propia,Madera/Esteras,1,9,2317.55,1809.02,1
21,Hombre,3,0.85,Español,Primaria,Informal,Urbana,Costa,1,1,0,0,Alquilada,Ladrillo/Cemento,1,3,4757.29,3362.2,0
67,Mujer,3,2.94,Español,Secundaria,Desempleado,Urbana,Costa,0,1,0,1,Alquilada,Ladrillo/Cemento,1,10,1376.83,967.71,0
66,Hombre,8,2.6,Español,Superior,Informal,Urbana,Costa,1,1,0,1,Propia,Madera/Esteras,1,15,2997.64,2760.76,1
32,Mujer,6,2.68,Español,Primaria,Formal,Urbana,Costa,1,1,0,1,Alquilada,Ladrillo/Cemento,1,2,4984.34,4281.99,0
26,Mujer,3,2.21,Español,Secundaria,Formal,Urbana,Costa,1,1,1,1,Alquilada,Madera/Esteras,1,8,6615.2,5825.23,0
26,Mujer,7,0.98,Español,Primaria,Informal,Urbana,Selva,1,1,0,1,Alquilada,Ladrillo/Cemento,1,1,1049.71,925.31,1
46,Hombre,1,2.93,Quechua,Superior,Informal,Rural,Costa,1,1,0,1,Propia,Adobe,1,19,6029.67,6234.77,0
61,Hombre,7,2.19,Español,Secundaria,Informal,Urbana,Sierra,1,1,0,1,Alquilada,Ladrillo/Cemento,1,10,2222.59,2594.81,1
61,Hombre,9,1.74,Español,Ninguno,Informal,Urbana,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,0,1201.56,862.22,1
27,Hombre,1,2.84,Español,Ninguno,Informal,Rural,Costa,1,1,1,0,Alquilada,Ladrillo/Cemento,1,0,484.23,554.76,0
28,Hombre,8,0.41,Quechua,Secundaria,Informal,Rural,Costa,1,1,1,1,Propia,Madera/Esteras,1,11,1299.54,1145.65,1
21,Mujer,3,1.06,Español,Secundaria,Desempleado,Urbana,Sierra,1,0,1,1,Propia,Madera/Esteras,1,9,957.99,1061.43,1
53,Mujer,7,1.29,Español,Secundaria,Desempleado,Urbana,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,0,10,1139.95,1312.03,1
38,Hombre,6,1.51,Español,Secundaria,Desempleado,Rural,Sierra,1,1,0,1,Propia,Ladrillo/Cemento,1,11,1196.92,1106.35,1
66,Hombre,6,2.52,Español,Secundaria,Informal,Urbana,Costa,1,1,1,1,Cedida,Ladrillo/Cemento,1,8,2871.39,2039.07,0
40,Hombre,8,0.17,Español,Primaria,Informal,Rural,Sierra,1,1,1,1,Alquilada,Adobe,1,2,618.84,496.51,1
74,Mujer,1,0.38,Español,Secundaria,Formal,Rural,Costa,1,1,0,0,Propia,Ladrillo/Cemento,1,7,3131.74,3225.61,0
18,Mujer,4,2.2,Español,Primaria,Informal,Urbana,Sierra,0,1,0,1,Alquilada,Ladrillo/Cemento,1,4,1135.72,1325.98,1
51,Hombre,5,0.63,Español,Ninguno,Informal,Urbana,Costa,1,1,0,1,Propia,Madera/Esteras,1,0,1664.3,1672.64,1
51,Hombre,7,2.81,Español,Primaria,Informal,Urbana,Costa,1,0,0,1,Alquilada,Ladrillo/Cemento,0,6,1761.54,1934.78,1
